,date,temp
0,Jan,18.527
1,Feb,22.095
2,Mar,18.945
3,Apr,14.839
4,May,11.087
5,Jun,9.239
6,Jul,8.538
7,Aug,9.23
8,Sep,11.632
9,Oct,12.44
10,Nov,17.246
11,Dec,18.023
