,date,temp
0,Jan,19.455
1,Feb,17.541
2,Mar,16.581
3,Apr,16.546
4,May,11.918
5,Jun,10.146
6,Jul,9.374
7,Aug,9.95
8,Sep,11.358
9,Oct,13.911
10,Nov,16.906
11,Dec,18.856
