,date,temp
0,Jan,18.47
1,Feb,20.713
2,Mar,20.22
3,Apr,18.602
4,May,16.614
5,Jun,14.454
6,Jul,14.735
7,Aug,14.474
8,Sep,16.932000000000002
9,Oct,17.032
10,Nov,18.132
11,Dec,20.431
