,date,temp
0,Jan,20.182
1,Feb,20.236
2,Mar,18.823
3,Apr,19.774
4,May,17.226
5,Jun,16.076999999999998
6,Jul,15.552
7,Aug,14.966
8,Sep,15.973
9,Oct,18.283
10,Nov,18.564
11,Dec,20.681
